index,date,rank,Formula PVK,Concentration PVK,Formula Additive 1,Concentration Additive 1,Formula Additive 2,Concentration Additive 2,Formula Additive 3,Concentration Additive 3,Formula SAM 1,Concentration SAM 1,Formula SAM 2,Concentration SAM 2,Formula SAM 3,Concentration SAM 3,Spin Coating Speed SAM,Spin Coating Time SAM,Annealed Temperature SAM,Annealed Time SAM,Spin Coating Speed PVK 1,Spin Coating Time PVK 1,Spin Coating Speed PVK 2,Spin Coating Time PVK 2,Antisolvent Dropping Timing,Antisolvent Volume,Annealed Temperature PVK,Annealed Time PVK,Formula Passivator 1,Concentration Passivator 1,Formula Passivator 2,Concentration Passivator 2,Formula Passivator 3,Concentration Passivator 3,Formula Passivator 4,Concentration Passivator 4,Spin Coating Speed Passivator,Spin Coating Time Passivator,Passivator Dropping Timing,Passivator Volume,Annealed Temperature Passivator,Annealed Time Passivator,PCE,FF,Voc,Jsc,area_px2,mean_RGB,VAR_RGB,gray_mean,gray_contrast,mean_B,mean_G,mean_R,var_B,var_G,var_R,filename,folder_date,date.1,defect_bright,defect_dark,defect_crack,defect_total,closest_color_name,Nucleation Onset Time After Spin Coating,Maximum PL Intensity,Time to Peak PL Intensity After Nucleation,max_column,10%decay_column,10%decay_value,10%slope,20%decay_column,20%decay_value,20%slope,30%decay_column,30%decay_value,30%slope,file_location,xrd_intensity_12.6,xrd_fhwm_12.6,xrd_intensity_4,xrd_fhwm_4,xrd_intensity_4_filename,xrd_Stress,xrd_Stress_filename_x,xrd_intensity_5.3,xrd_fhwm_5.3,xrd_intensity_5.3_filename,Unnamed: 90,Unnamed: 91,xrd_Stress_filename_y
7240,20241024,16,Cs0.05MA0.15FA0.8Pb1I2.9Br0.1,1.75,,,,,,,,,,,,,,,,,1000,10,5000,25,15,120,100,30,,,,,,,,,,,,,,,15.848,78.883,0.97407,20.626,100,8.987,45.8798,9.8023,6.1874,2.9204,7.8614,16.1792,49.0822,53.9304,34.6269,exp_20241024_0\all\Image\20241024_10_70.JPEG,20241024,20241024,3,0,0,3,black,20,57321.035,27,0,13600,5629.035,3.800882353,9200,11320.035,5.000108696,3000,16739.035,13.52733333,1024_4\GP_PL_20241024_10_70.csv,,,,,,,,,,,,,
7248,20241024,16,Cs0.05MA0.15FA0.8Pb1I2.9Br0.1,1.75,,,,,,,,,,,,,,,,,1000,10,5000,25,15,120,100,30,,,,,,,,,,,,,,,15.407,76.05,0.99308,20.401,100,8.7412,42.0298,9.5594,5.8906,2.7905,7.7088,15.7243,44.6022,49.9043,31.583,exp_20241024_0\all\Image\20241024_10_90.JPEG,20241024,20241024,2,0,0,2,black,,,,,,,,,,,,,,,,,,,,,,,,,,,
7253,20241024,16,Cs0.05MA0.16FA0.79Pb1I2.8Br0.2,1.73,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,110,30,,,,,,,,,,,,,,,14.949,71.888,1.0535,19.74,96.6,32.7011,279.9914,33.9763,16.281,31.2806,36.0472,30.7754,316.0327,267.5359,256.4057,exp_20241024_0\all\Image\20241024_11_111.JPEG,20241024,20241024,34,8,0,42,black,30,57352.766,22,0,20000,5832.764,2.5760001,12200,11369.764,3.769098525,9600,16804.764,4.223750208,1024_6\GP_PL_20241024_11_111.csv,,,,,,,,,,,,,
7264,20241024,16,Cs0.05MA0.16FA0.79Pb1I2.8Br0.2,1.73,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,110,30,,,,,,,,,,,,,,,15.975,79.216,1.0084,19.999,97.5,11.2218,51.0168,12.2201,6.2908,2.7218,9.3053,21.6382,51.6638,55.7233,45.6633,exp_20241024_0\all\Image\20241024_11_71.JPEG,20241024,20241024,4,0,2,6,black,30,57408.414,22,0,15400,5666.414,3.35987013,12200,11348.414,3.775409836,10600,17080.414,3.804528302,1024_4\GP_PL_20241024_11_71.csv,,,,,,,,,,,,,
7270,20241024,16,Cs0.05MA0.16FA0.79Pb1I2.8Br0.2,1.73,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,110,30,,,,,,,,,,,,,,,15.723,76.621,1.0199,20.12,100,10.5051,40.4363,11.3585,5.4165,2.5958,8.459,20.4604,46.6878,44.678,29.9432,exp_20241024_0\all\Image\20241024_11_91.JPEG,20241024,20241024,1,0,0,1,black,,,,,,,,,,,,,,,,,,,,,,,,,,,
7278,20241024,16,Cs0.1FA0.9Pb1I2.8Br0.2,1.8,,,,,,,,,,,,,,,,,1000,10,5000,30,10,150,100,30,,,,,,,,,,,,,,,14.779,68.539,1.0661,20.227,95.7,9.2213,47.3697,10.0179,6.063,2.9231,7.9382,16.8025,47.5825,53.9196,40.6071,exp_20241024_0\all\Image\20241024_12_112.JPEG,20241024,20241024,2,0,1,3,black,30,42814.836,29.4,7400,20000,8507.835,2.722777857,19000,8481.835,2.959741466,16000,12590.835,3.514418721,1024_6\GP_PL_20241024_12_112.csv,,,,,,,,,,,,,
7286,20241024,16,Cs0.1FA0.9Pb1I2.8Br0.2,1.8,,,,,,,,,,,,,,,,,1000,10,5000,30,10,150,100,30,,,,,,,,,,,,,,,16.023,77.323,1.0067,20.583,99.7,8.9043,42.2162,9.7278,5.7105,2.807,7.7968,16.1091,44.8049,46.4065,35.4372,exp_20241024_0\all\Image\20241024_12_72.JPEG,20241024,20241024,4,0,0,4,black,30,47252.836,28,6000,20000,5834.835,2.958428643,17800,8976.835,3.243728898,15600,14080.835,3.455416771,1024_4\GP_PL_20241024_12_72.csv,,,,,,,,,,,,,
7294,20241024,16,Cs0.1FA0.9Pb1I2.8Br0.2,1.8,,,,,,,,,,,,,,,,,1000,10,5000,30,10,150,100,30,,,,,,,,,,,,,,,15.572,75.185,1.0214,20.278,97.8,9.0805,45.7012,9.8836,6.0389,2.9854,7.9379,16.3183,46.9838,52.5546,37.5653,exp_20241024_0\all\Image\20241024_12_92.JPEG,20241024,20241024,4,0,0,4,black,,,,,,,,,,,,,,,,,,,,,,,,,,,
7298,20241024,16,Cs0.05MA0.14FA0.81Pb1I2.85Br0.15,1.6,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,12.444,62.051,1.0261,19.543,99.8,19.4586,50.5887,20.9839,5.1465,2.7631,14.1062,41.5065,50.3893,37.7808,63.5959,exp_20241024_0\all\Image\20241024_13_93.JPEG,20241024,20241024,4,0,1,5,black,,,,,,,,,,,,,,,,,,,,,,,,,,,
7318,20241024,16,Cs0.05MA0.14FA0.81Pb1I2.85Br0.15,1.6,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,11.404,61.505,0.99393,18.656,100,19.5002,50.4905,21.0243,5.0008,2.7343,14.0939,41.6723,52.2538,36.4122,62.8055,exp_20241024_0\all\Image\20241024_13_113.JPEG,20241024,20241024,3,0,0,3,black,30,55076.875,23,1000,11600,5452.877,4.681509245,10000,10098.877,4.997555333,9400,15925.877,4.660833095,1024_6\GP_PL_20241024_13_113.csv,,,,,,,,,,,,,
7331,20241024,16,Cs0.05MA0.2FA0.75Pb1I2.8Br0.2,1.4,,,,,,,,,,,,,,,,,1000,10,5000,30,10,200,110,30,,,,,,,,,,,,,,,15.471,80.79,0.98604,19.421,99.8,11.125,52.1582,11.885,6.3184,2.6517,8.4983,22.2249,52.9303,58.0996,45.4445,exp_20241024_0\all\Image\20241024_14_114.JPEG,20241024,20241024,9,0,0,9,black,30,47075.539,22.6,600,18600,4639.538,2.357555611,16600,9200.538,2.367187563,13000,14061.538,2.662419435,1024_6\GP_PL_20241024_14_114.csv,,,,,,,,,,,,,
7336,20241024,16,Cs0.05MA0.2FA0.75Pb1I2.8Br0.2,1.4,,,,,,,,,,,,,,,,,1000,10,5000,30,10,200,110,30,,,,,,,,,,,,,,,15.715,82.686,0.9941,19.119,99.4,10.9729,53.3364,11.796,6.5235,2.7748,8.684,21.46,50.1153,59.5506,50.3432,exp_20241024_0\all\Image\20241024_14_74.JPEG,20241024,20241024,9,0,0,9,black,30,44875.93,28.4,6400,18200,4435.929,3.427118729,15400,8653.929,4.024666778,14600,12595.929,3.936585488,1024_4\GP_PL_20241024_14_74.csv,,,,,,,,,,,,,
7344,20241024,16,Cs0.05MA0.2FA0.75Pb1I2.8Br0.2,1.4,,,,,,,,,,,,,,,,,1000,10,5000,30,10,200,110,30,,,,,,,,,,,,,,,15.664,81.47,1.0075,19.083,100,10.9583,38.4955,11.7101,5.0046,2.4015,8.2358,22.2376,45.2364,41.4664,28.7837,exp_20241024_0\all\Image\20241024_14_94.JPEG,20241024,20241024,2,0,0,2,black,,,,,,,,,,,,,,,,,,,,,,,,,,,
7356,20241024,16,Cs0.05MA0.2FA0.75Pb1I2.8Br0.2,1.4,,,,,,,,,,,,,,,,,1200,10,5000,30,10,150,110,30,,,,,,,,,,,,,,,15.732,81.392,0.98442,19.634,100,8.4046,40.2615,9.2519,5.6738,2.8382,7.711,14.6646,45.4408,46.3397,29.0038,exp_20241024_0\all\Image\20241024_15_75.JPEG,20241024,20241024,2,0,0,2,black,30,57326.035,22,0,11000,5510.035,4.710545455,7800,11377.035,5.890897436,2600,16452.035,15.72076923,1024_4\GP_PL_20241024_15_75.csv,,,,,,,,,,,,,
7358,20241024,16,Cs0.05MA0.2FA0.75Pb1I2.8Br0.2,1.4,,,,,,,,,,,,,,,,,1200,10,5000,30,10,150,110,30,,,,,,,,,,,,,,,15.38,80.78,0.97182,19.592,100,8.503,37.2021,9.3166,5.3603,2.7925,7.6229,15.0937,43.3573,42.9915,25.2575,exp_20241024_0\all\Image\20241024_15_95.JPEG,20241024,20241024,1,0,0,1,black,,,,,,,,,,,,,,,,,,,,,,,,,,,
7366,20241024,16,Cs0.05MA0.2FA0.75Pb1I2.8Br0.2,1.4,,,,,,,,,,,,,,,,,1200,10,5000,30,10,150,110,30,,,,,,,,,,,,,,,15.259,80.13,0.98132,19.405,99,8.8084,46.4518,9.674,6.1531,2.8619,7.9317,15.6318,43.4415,51.3278,44.5863,exp_20241024_0\all\Image\20241024_15_115.JPEG,20241024,20241024,6,0,0,6,black,30,57304.492,22,0,11600,5504.494,4.465517069,7800,11421.494,5.882435641,7000,16094.494,5.887142571,1024_6\GP_PL_20241024_15_115.csv,,,,,,,,,,,,,
7380,20241024,16,Cs0.05MA0.16FA0.79Pb1I2.9Br0.1,1.73,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,110,25,,,,,,,,,,,,,,,15.428,76.107,1.0092,20.087,100,12.888,39.7358,13.7422,4.8711,2.2318,9.1905,27.2417,47.5618,40.0036,31.6419,exp_20241024_0\all\Image\20241024_16_96.JPEG,20241024,20241024,1,0,0,1,black,,,,,,,,,,,,,,,,,,,,,,,,,,,
7382,20241024,16,Cs0.05MA0.16FA0.79Pb1I2.9Br0.1,1.73,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,110,25,,,,,,,,,,,,,,,15.281,75.833,1.0085,19.98,99.8,13.0415,43.2464,13.8973,5.2225,2.3111,9.2904,27.5229,50.1343,44.0585,35.5464,exp_20241024_0\all\Image\20241024_16_116.JPEG,20241024,20241024,1,0,0,1,black,30,57373.691,22,0,19800,5598.693,2.614898889,12600,11243.693,3.661110952,10200,17146.693,3.943823333,1024_6\GP_PL_20241024_16_116.csv,,,,,,,,,,,,,
7390,20241024,16,Cs0.05MA0.16FA0.79Pb1I2.9Br0.1,1.73,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,110,25,,,,,,,,,,,,,,,15.963,78.974,1.014,19.935,100,12.4626,38.6811,13.3285,4.934,2.2003,9.0099,26.1777,46.0783,40.2671,29.6981,exp_20241024_0\all\Image\20241024_16_76.JPEG,20241024,20241024,1,0,0,1,black,30,57386.691,22,0,15800,5601.693,3.277531519,12200,11400.693,3.769344098,10600,17048.693,3.805471509,1024_4\GP_PL_20241024_16_76.csv,,,,,,,,,,,,,
7404,20241024,16,Cs0.05MA0.16FA0.79Pb1I2.8Br0.2,1.73,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,110,25,,,,,,,,,,,,,,,13.516,66.302,1.0182,20.021,100,7.5318,35.8845,8.3471,5.1621,2.9319,7.4168,12.2466,40.439,41.933,25.2813,exp_20241024_0\all\Image\20241024_17_97.JPEG,20241024,20241024,1,0,1,2,black,,,,,,,,,,,,,,,,,,,,,,,,,,,
7407,20241024,16,Cs0.05MA0.16FA0.79Pb1I2.8Br0.2,1.73,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,110,25,,,,,,,,,,,,,,,13.16,69.695,1.0226,18.465,100,8.0382,39.2183,8.8371,5.4569,3.0232,7.5621,13.5294,42.6724,45.3699,29.6127,exp_20241024_0\all\Image\20241024_17_117.JPEG,20241024,20241024,4,0,0,4,black,30,28623.533,26.6,4600,20000,4112.533,1.591623377,12000,5701.533,3.097567568,9200,8545.533,4.364782609,1024_6\GP_PL_20241024_17_117.csv,,,,,,,,,,,,,
7424,20241024,16,Cs0.1FA0.9Pb1I2.85Br0.15,1.8,,,,,,,,,,,,,,,,,1000,10,5000,30,10,150,100,20,,,,,,,,,,,,,,,14.749,71.737,1.0539,19.509,100,8.0791,52.5294,8.8989,6.6617,3.1794,7.8062,13.2518,53.9764,60.1525,43.4593,exp_20241024_0\all\Image\20241024_18_118.JPEG,20241024,20241024,1,0,0,1,black,30,36752.152,26.6,4600,20000,4219.153,2.112532403,16600,7288.153,2.45533325,9800,10519.153,5.0448075,1024_6\GP_PL_20241024_18_118.csv,,,,,,,,,,,,,
7432,20241024,16,Cs0.1FA0.9Pb1I2.85Br0.15,1.8,,,,,,,,,,,,,,,,,1000,10,5000,30,10,150,100,20,,,,,,,,,,,,,,,15.719,78.804,1.0079,19.791,97.5,8.0536,43.402,8.9366,5.8208,3.1024,7.9352,13.1232,45.7233,49.3095,35.173,exp_20241024_0\all\Image\20241024_18_98.JPEG,20241024,20241024,5,0,0,5,black,,,,,,,,,,,,,,,,,,,,,,,,,,,
7440,20241024,16,Cs0.1FA0.9Pb1I2.85Br0.15,1.8,,,,,,,,,,,,,,,,,1000,10,5000,30,10,150,100,20,,,,,,,,,,,,,,,15.779,78.195,1.0227,19.731,99.6,7.2462,37.7724,8.1194,5.3707,2.951,7.5755,11.2123,42.5162,42.7936,28.0073,exp_20241024_0\all\Image\20241024_18_78.JPEG,20241024,20241024,2,0,0,2,black,30,30234.154,25.8,3800,18600,2907.154,1.846418919,11600,5954.153,3.112820641,8800,9003.153,4.2462002,1024_4\GP_PL_20241024_18_78.csv,,,,,,,,,,,,,
7448,20241024,16,Cs0.05MA0.16FA0.79Pb1I2.8Br0.2,1.73,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,20,,,,,,,,,,,,,,,14.762,71.303,1.0504,19.71,99.8,17.9332,46.458,19.3458,4.8389,2.575,12.9847,38.2401,46.7096,35.1146,57.5499,exp_20241024_0\all\Image\20241024_19_119.JPEG,20241024,20241024,2,0,0,2,black,30,25410.779,22,0,20000,2692.779,1.1359,8000,4745.779,2.583125,1800,7594.779,9.897777778,1024_6\GP_PL_20241024_19_119.csv,,,,,,,,,,,,,
7456,20241024,16,Cs0.05MA0.16FA0.79Pb1I2.8Br0.2,1.73,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,20,,,,,,,,,,,,,,,15.467,77.37,1.0146,19.704,100,20.9604,48.2524,23.239,5.0896,2.6319,17.0852,43.1641,51.3769,32.9073,60.473,exp_20241024_0\all\Image\20241024_19_99.JPEG,20241024,20241024,3,0,0,3,black,,,,,,,,,,,,,,,,,,,,,,,,,,,
7464,20241024,16,Cs0.05MA0.16FA0.79Pb1I2.8Br0.2,1.73,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,20,,,,,,,,,,,,,,,15.507,76.672,1.0299,19.638,100,19.6793,46.6449,21.5122,4.7326,2.8359,15.2055,40.9964,51.2984,30.7216,57.9146,exp_20241024_0\all\Image\20241024_19_79.JPEG,20241024,20241024,2,0,0,2,black,30,57358.766,22,0,13000,5697.764,3.973923231,9400,10689.764,4.964787447,8600,16921.764,4.701976977,1024_4\GP_PL_20241024_19_79.csv,,,,,,,,,,,,,
7465,20241024,16,Cs0.05MA0.15FA0.8Pb1I2.9Br0.1,1.75,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,20,,,,,,,,,,,,,,,14.605,68.695,1.0399,20.443,100,9.4451,39.1079,10.1547,5.388,2.7463,7.6276,17.9615,43.5276,44.6202,29.176,exp_20241024_0\all\Image\20241024_2_82.JPEG,20241024,20241024,2,0,0,2,black,,,,,,,,,,,,,,,,,,,,,,,,,,,
7474,20241024,16,Cs0.05MA0.15FA0.8Pb1I2.9Br0.1,1.75,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,20,,,,,,,,,,,,,,,14.786,72.62,0.98351,20.702,98.2,9.4729,51.3717,10.2481,6.4541,3.0389,8.0232,17.3566,51.006,58.688,44.4212,exp_20241024_0\all\Image\20241024_2_62.JPEG,20241024,20241024,5,0,0,5,black,30,44375.664,27,5000,19400,4406.662,2.775625139,16000,8684.662,3.244636545,13200,13285.662,3.791463659,1024_4\GP_PL_20241024_2_62.csv,,,,,,,,,,,,,
7482,20241024,16,Cs0.05MA0.15FA0.8Pb1I2.9Br0.1,1.75,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,20,,,,,,,,,,,,,,,14.376,70.373,1.0031,20.366,99.7,9.6849,40.9031,10.4104,5.5054,2.7467,7.7808,18.5271,45.1265,46.2412,31.3415,exp_20241024_0\all\Image\20241024_2_102.JPEG,20241024,20241024,6,0,0,6,black,30,45705.793,26.4,4400,16800,4544.794,3.319435403,14000,8958.795,3.827812292,11800,13593.795,4.339459189,1024_6\GP_PL_20241024_2_102.csv,,,,,,,,,,,,,
7496,20241024,16,Cs0.05MA0.15FA0.8Pb1I2.85Br0.15,1.35,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,20,,,,,,,,,,,,,,,6.4256,8582.4,0.007599,9.8524,96.1,11.7336,49.3083,12.7204,5.4903,2.5788,9.418,23.204,53.1418,46.8836,47.8994,exp_20241024_0\all\Image\20241024_20_120.JPEG,20241024,20241024,2,0,0,2,black,30,15376.85,30.4,8400,11800,1532.85,4.071764706,11200,2803.85,4.490357143,10800,4448.85,4.553333333,1024_6\GP_PL_20241024_20_120.csv,,,,,,,,,,,,,
7501,20241024,16,Cs0.05MA0.15FA0.8Pb1I2.85Br0.15,1.35,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,20,,,,,,,,,,,,,,,8.8632,53.219,0.85586,19.459,98.3,11.524,49.0712,12.5887,5.6917,2.5012,9.5431,22.5277,48.8187,47.1527,51.2421,exp_20241024_0\all\Image\20241024_20_100.JPEG,20241024,20241024,5,0,0,5,black,,,,,,,,,,,,,,,,,,,,,,,,,,,
7509,20241024,16,Cs0.05MA0.15FA0.8Pb1I2.85Br0.15,1.35,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,20,,,,,,,,,,,,,,,12.03,70.18,0.88868,19.288,99.9,11.189,43.5769,12.0857,5.1883,2.4281,8.8509,22.2879,48.164,43.3233,39.2434,exp_20241024_0\all\Image\20241024_20_80.JPEG,20241024,20241024,3,0,1,4,black,30,32247.494,22,0,13200,3132.494,2.205681818,12000,5845.494,2.200166667,11400,8600.494,2.074298246,1024_4\GP_PL_20241024_20_80.csv,,,,,,,,,,,,,
7524,20241024,16,Cs0.05MA0.1FA0.85Pb1I2.85Br0.15,1.65,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,20,,,,,,,,,,,,,,,14.816,73.934,0.98454,20.354,100,10.5715,38.5218,11.3429,5.2113,2.5398,8.2086,20.9661,44.7773,42.563,28.225,exp_20241024_0\all\Image\20241024_3_103.JPEG,20241024,20241024,2,0,0,2,black,30,55478.723,22,0,13800,5501.721,3.621521884,7200,10881.721,6.194028056,6200,16230.721,6.330322903,1024_6\GP_PL_20241024_3_103.csv,,,,,,,,,,,,,
7527,20241024,16,Cs0.05MA0.1FA0.85Pb1I2.85Br0.15,1.65,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,20,,,,,,,,,,,,,,,15.68,84.549,0.95386,19.442,98.1,10.753,49.102,11.6201,6.0752,2.7424,8.7165,20.7999,50.9919,53.9109,42.4032,exp_20241024_0\all\Image\20241024_3_63.JPEG,20241024,20241024,4,0,0,4,black,30,57348.348,22,0,13600,5727.348,3.795661765,11600,11373.348,3.963362069,10400,16437.348,3.93375,1024_4\GP_PL_20241024_3_63.csv,,,,,,,,,,,,,
7536,20241024,16,Cs0.05MA0.1FA0.85Pb1I2.85Br0.15,1.65,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,20,,,,,,,,,,,,,,,15.078,79.022,0.97725,19.525,100,10.7886,39.6721,11.5946,5.2931,2.4705,8.3962,21.4992,45.8325,43.4176,29.7664,exp_20241024_0\all\Image\20241024_3_83.JPEG,20241024,20241024,1,0,0,1,black,,,,,,,,,,,,,,,,,,,,,,,,,,,
7542,20241024,16,Cs0.1FA0.9Pb1I2.85Br0.15,1.8,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,110,20,,,,,,,,,,,,,,,14.4,72.592,1.0166,19.514,97.9,9.5534,59.4497,10.549,7.0531,3.1089,8.8323,16.719,50.8692,65.724,61.756,exp_20241024_0\all\Image\20241024_4_104.JPEG,20241024,20241024,12,0,0,12,black,30,57386.766,22.6,600,20000,51290.766,0.314226804,20000,51290.766,0.314226804,20000,51290.766,0.314226804,1024_6\GP_PL_20241024_4_104.csv,,,,,,,,,,,,,
7552,20241024,16,Cs0.1FA0.9Pb1I2.85Br0.15,1.8,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,110,20,,,,,,,,,,,,,,,15.741,83.857,0.95264,19.704,100,9.2871,41.5603,10.2177,5.662,2.9057,8.388,16.5675,46.7333,46.5923,31.3554,exp_20241024_0\all\Image\20241024_4_64.JPEG,20241024,20241024,3,0,0,3,black,30,57338.035,22,0,13200,5673.035,3.914015152,8800,11410.035,5.219090909,5600,16795.035,7.239821429,1024_4\GP_PL_20241024_4_64.csv,,,,,,,,,,,,,
7566,20241024,16,Cs0.1FA0.9Pb1I2.8Br0.2,1.6,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,110,15,,,,,,,,,,,,,,,14.392,74.955,1.0127,18.961,98.8,9.0465,80.4978,10.6284,8.709,7.001,13.1368,7.0016,80.1386,91.3681,69.9867,exp_20241024_0\all\Image\20241024_5_85.JPEG,20241024,20241024,11,0,0,11,black,,,,,,,,,,,,,,,,,,,,,,,,,,,
7575,20241024,16,Cs0.1FA0.9Pb1I2.8Br0.2,1.6,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,110,15,,,,,,,,,,,,,,,14.254,80.968,0.95814,18.374,97.7,6.5335,54.5672,7.6392,7.0023,3.0241,8.1362,8.4404,48.019,57.5744,58.1081,exp_20241024_0\all\Image\20241024_5_105.JPEG,20241024,20241024,7,0,0,7,black,30,57260.691,22,0,20000,8480.693,2.4389999,17200,11173.693,2.679476628,14000,16855.693,2.886071286,1024_6\GP_PL_20241024_5_105.csv,,,,,,,,,,,,,
7582,20241024,16,Cs0.1FA0.9Pb1I2.8Br0.2,1.6,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,110,15,,,,,,,,,,,,,,,14.518,78.73,0.96609,19.088,99.7,6.236,56.6525,7.4567,7.376,3.9135,8.8974,5.8971,54.4,66.8766,48.6809,exp_20241024_0\all\Image\20241024_5_65.JPEG,20241024,20241024,5,0,0,5,black,30,57334.766,22.4,400,19200,5630.764,2.750212872,16000,11242.764,2.954615513,13600,16826.764,3.06878803,1024_4\GP_PL_20241024_5_65.csv,,,,,,,,,,,,,
7590,20241024,16,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,,,,,,,,,,,,,,,,,1000,10,5000,30,10,200,110,15,,,,,,,,,,,,,,,14.368,67.41,1.0046,21.217,99.7,18.3759,55.0796,19.7727,5.3834,2.6939,13.0829,39.3508,54.9457,43.1912,67.102,exp_20241024_0\all\Image\20241024_6_66.JPEG,20241024,20241024,5,0,0,5,black,30,57304.691,22,0,14400,5638.693,3.587916528,12200,10930.693,3.801147377,11200,15948.693,3.692499821,1024_4\GP_PL_20241024_6_66.csv,,,,,,,,,,,,,
7600,20241024,16,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,,,,,,,,,,,,,,,,,1000,10,5000,30,10,200,110,15,,,,,,,,,,,,,,,13.002,64.249,0.99442,20.35,100,19.4327,48.8775,20.9663,4.9847,2.7316,14.109,41.4574,51.5371,37.1109,57.9845,exp_20241024_0\all\Image\20241024_6_86.JPEG,20241024,20241024,2,0,0,2,black,,,,,,,,,,,,,,,,,,,,,,,,,,,
7608,20241024,16,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,,,,,,,,,,,,,,,,,1000,10,5000,30,10,200,110,15,,,,,,,,,,,,,,,12.816,62.782,0.98504,20.723,99.5,18.9646,56.1072,20.4652,5.7499,2.7125,13.7209,40.4603,53.5153,47.8974,66.9089,exp_20241024_0\all\Image\20241024_6_106.JPEG,20241024,20241024,10,0,0,10,black,30,57285.691,22,0,14000,5380.693,3.707499857,13000,11133.693,3.550153692,12000,17163.693,3.343499833,1024_6\GP_PL_20241024_6_106.csv,,,,,,,,,,,,,
7616,20241024,16,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,110,15,,,,,,,,,,,,,,,13.98,70.681,0.99444,19.89,100,17.9334,49.6725,19.2493,5.0498,2.584,12.6448,38.5714,51.1134,39.5181,58.3859,exp_20241024_0\all\Image\20241024_7_87.JPEG,20241024,20241024,2,0,0,2,black,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622,20241024,16,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,110,15,,,,,,,,,,,,,,,9.6991,50.37,0.97205,19.809,99.9,17.675,45.1894,18.9516,4.8163,2.5207,12.3803,38.1239,50.0238,36.7785,48.7659,exp_20241024_0\all\Image\20241024_7_107.JPEG,20241024,20241024,1,0,0,1,black,30,55610.695,22,0,13200,5328.694,3.8092425,10200,10868.694,4.386470686,8600,15852.694,4.623023372,1024_6\GP_PL_20241024_7_107.csv,,,,,,,,,,,,,
7632,20241024,16,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,110,15,,,,,,,,,,,,,,,14.136,71.727,1.0011,19.688,99.5,18.2645,57.4578,19.6328,5.7001,2.7235,13.0857,38.9842,53.3757,47.7304,71.2673,exp_20241024_0\all\Image\20241024_7_67.JPEG,20241024,20241024,6,0,0,6,black,30,57347.766,22,0,12800,5444.764,4.054922031,11200,10688.764,4.165982321,10400,15858.764,3.989327115,1024_4\GP_PL_20241024_7_67.csv,,,,,,,,,,,,,
7636,20241024,16,Cs0.15MA0.15FA0.7Pb1I2.85Br0.15,1.3,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,5,,,,,,,,,,,,,,,13.269,68.637,1.0113,19.117,96.3,10.4138,52.488,11.2051,6.4122,2.8704,8.3676,20.0035,49.7475,58.1679,49.5485,exp_20241024_0\all\Image\20241024_8_108.JPEG,20241024,20241024,3,0,0,3,black,30,34213.973,26.6,4600,10200,3318.973,5.516964286,8400,6215.973,7.367894737,7800,8936.973,7.8990625,1024_6\GP_PL_20241024_8_108.csv,,,,,,,,,,,,,
